xmin_original,ymin_original,xmax_original,ymax_original,score,class
5240,853,5289,879,-1,melon
630,836,666,868,-1,melon
31,832,74,862,-1,melon
3274,839,3298,862,-1,melon
2671,803,2704,851,-1,melon
4921,820,4966,851,-1,melon
3360,818,3386,848,-1,melon
5048,812,5090,847,-1,melon
507,822,546,846,-1,melon
5285,797,5326,839,-1,melon
3588,797,3622,837,-1,melon
284,791,318,831,-1,melon
3652,782,3686,830,-1,melon
3966,797,3991,824,-1,melon
3205,786,3228,815,-1,melon
962,777,1004,812,-1,melon
233,768,256,806,-1,melon
4639,771,4667,805,-1,melon
5276,759,5320,800,-1,melon
68,772,93,798,-1,melon
623,753,648,797,-1,melon
3548,759,3586,787,-1,melon
4607,755,4634,786,-1,melon
3340,759,3367,786,-1,melon
652,739,677,784,-1,melon
947,757,975,782,-1,melon
5012,748,5052,781,-1,melon
4018,753,4045,780,-1,melon
242,749,277,779,-1,melon
4045,749,4065,773,-1,melon
3265,743,3290,768,-1,melon
111,729,139,759,-1,melon
4613,729,4638,756,-1,melon
4866,729,4899,750,-1,melon
3641,716,3692,748,-1,melon
964,703,992,747,-1,melon
31,729,69,746,-1,melon
4998,707,5030,741,-1,melon
3953,704,3990,734,-1,melon
3330,703,3354,729,-1,melon
4618,693,4647,728,-1,melon
5346,692,5399,724,-1,melon
3580,684,3615,717,-1,melon
5293,667,5326,714,-1,melon
29,671,67,711,-1,melon
4980,683,5010,708,-1,melon
4505,691,4531,707,-1,melon
2577,666,2604,706,-1,melon
2821,678,2845,703,-1,melon
4878,672,4904,703,-1,melon
245,667,290,703,-1,melon
653,657,679,699,-1,melon
4617,672,4660,698,-1,melon
4080,670,4110,696,-1,melon
817,648,845,691,-1,melon
292,639,322,688,-1,melon
3638,644,3675,687,-1,melon
3590,639,3625,682,-1,melon
3950,652,3974,674,-1,melon
2599,640,2624,673,-1,melon
3972,640,4002,672,-1,melon
4711,644,4742,671,-1,melon
5358,629,5399,664,-1,melon
3607,626,3635,661,-1,melon
599,631,643,660,-1,melon
4686,625,4724,650,-1,melon
3860,623,3890,649,-1,melon
2553,600,2581,637,-1,melon
3947,603,3974,635,-1,melon
2588,592,2615,632,-1,melon
5000,604,5038,631,-1,melon
4645,600,4671,626,-1,melon
4597,582,4625,617,-1,melon
4623,588,4641,616,-1,melon
5271,577,5305,610,-1,melon
556,580,594,602,-1,melon
67,570,121,601,-1,melon
2253,570,2280,601,-1,melon
3963,565,3989,596,-1,melon
671,563,709,590,-1,melon
3561,546,3590,585,-1,melon
3624,540,3652,580,-1,melon
3237,539,3271,569,-1,melon
2598,537,2630,565,-1,melon
5295,531,5338,565,-1,melon
345,532,389,564,-1,melon
5021,536,5060,563,-1,melon
612,533,657,563,-1,melon
2233,516,2262,557,-1,melon
4992,523,5026,554,-1,melon
3309,530,3336,553,-1,melon
3572,509,3608,552,-1,melon
970,510,997,552,-1,melon
3974,520,4006,552,-1,melon
3335,521,3356,546,-1,melon
2256,515,2286,543,-1,melon
1030,516,1067,543,-1,melon
2306,510,2340,540,-1,melon
5337,492,5384,535,-1,melon
26,500,63,533,-1,melon
4932,504,4968,532,-1,melon
3917,502,3944,527,-1,melon
2525,487,2565,525,-1,melon
86,492,126,522,-1,melon
3939,486,3968,520,-1,melon
3593,489,3631,517,-1,melon
602,484,629,513,-1,melon
4963,487,4990,512,-1,melon
4101,495,4118,511,-1,melon
257,481,302,507,-1,melon
3624,461,3654,506,-1,melon
3922,475,3946,501,-1,melon
5276,451,5312,500,-1,melon
4921,466,4963,497,-1,melon
369,477,419,497,-1,melon
4611,463,4637,492,-1,melon
3987,464,4010,488,-1,melon
3307,459,3335,486,-1,melon
2545,436,2591,475,-1,melon
3335,447,3361,474,-1,melon
47,424,72,468,-1,melon
995,442,1039,468,-1,melon
4672,438,4704,466,-1,melon
13,430,47,464,-1,melon
5323,414,5367,463,-1,melon
3621,408,3650,453,-1,melon
4635,427,4667,451,-1,melon
100,418,122,449,-1,melon
942,421,997,447,-1,melon
4657,410,4683,440,-1,melon
5259,380,5302,428,-1,melon
4630,392,4662,427,-1,melon
3366,398,3395,427,-1,melon
3277,397,3308,423,-1,melon
3686,387,3709,423,-1,melon
603,375,644,422,-1,melon
3614,384,3643,411,-1,melon
4941,369,4968,408,-1,melon
3566,372,3592,408,-1,melon
999,365,1035,405,-1,melon
3806,373,3836,398,-1,melon
2564,358,2601,388,-1,melon
5000,358,5035,385,-1,melon
2272,354,2312,383,-1,melon
39,345,72,379,-1,melon
11,332,39,377,-1,melon
4907,340,4950,371,-1,melon
949,344,991,371,-1,melon
3784,347,3815,370,-1,melon
5354,324,5395,365,-1,melon
4990,330,5021,360,-1,melon
230,330,270,360,-1,melon
2591,332,2631,359,-1,melon
627,299,663,344,-1,melon
347,299,386,343,-1,melon
3541,297,3568,340,-1,melon
3604,303,3646,333,-1,melon
4633,296,4658,327,-1,melon
220,297,249,326,-1,melon
5235,281,5282,315,-1,melon
573,292,612,314,-1,melon
4647,284,4680,312,-1,melon
5010,272,5042,311,-1,melon
3945,282,3973,310,-1,melon
2541,272,2587,308,-1,melon
4951,273,4985,308,-1,melon
3984,284,4009,306,-1,melon
893,278,936,305,-1,melon
3621,258,3663,302,-1,melon
3544,270,3587,299,-1,melon
4667,264,4698,296,-1,melon
2202,253,2241,290,-1,melon
3986,264,4016,285,-1,melon
230,254,269,283,-1,melon
937,254,985,283,-1,melon
657,245,689,279,-1,melon
3937,246,3963,279,-1,melon
4945,249,4983,277,-1,melon
4593,245,4618,268,-1,melon
39,235,74,267,-1,melon
5293,231,5337,266,-1,melon
4622,241,4648,264,-1,melon
597,218,632,263,-1,melon
2312,228,2336,260,-1,melon
3336,210,3370,259,-1,melon
574,215,610,252,-1,melon
343,211,366,250,-1,melon
2206,217,2233,250,-1,melon
4008,214,4034,248,-1,melon
4613,206,4641,242,-1,melon
2296,211,2328,236,-1,melon
3916,205,3953,230,-1,melon
3304,198,3341,230,-1,melon
3600,180,3632,228,-1,melon
219,201,257,228,-1,melon
204,185,234,226,-1,melon
5309,188,5334,225,-1,melon
4687,194,4722,223,-1,melon
5286,178,5318,223,-1,melon
834,196,869,222,-1,melon
984,171,1011,211,-1,melon
4947,175,4985,209,-1,melon
1,165,33,205,-1,melon
928,162,971,200,-1,melon
638,155,664,199,-1,melon
3283,169,3333,199,-1,melon
4658,159,4685,191,-1,melon
595,149,626,189,-1,melon
62,153,102,181,-1,melon
4579,152,4618,181,-1,melon
3737,147,3765,179,-1,melon
5007,145,5033,179,-1,melon
5331,138,5383,176,-1,melon
3283,142,3318,171,-1,melon
4974,136,5004,168,-1,melon
2268,132,2294,162,-1,melon
3913,125,3945,160,-1,melon
5297,111,5350,137,-1,melon
3884,90,3909,125,-1,melon
991,81,1032,119,-1,melon
267,85,292,118,-1,melon
355,88,381,118,-1,melon
5300,62,5344,112,-1,melon
4745,66,4787,100,-1,melon
930,65,975,98,-1,melon
2568,57,2602,94,-1,melon
3912,58,3947,88,-1,melon
3560,48,3603,84,-1,melon
4590,52,4620,79,-1,melon
5336,37,5376,79,-1,melon
3290,37,3324,75,-1,melon
223,29,260,74,-1,melon
3966,37,4007,69,-1,melon
568,49,605,68,-1,melon
3580,23,3619,61,-1,melon
3239,5,3276,52,-1,melon
567,24,610,51,-1,melon
4978,4,5013,40,-1,melon
3548,1,3584,39,-1,melon
4917,1,4953,37,-1,melon
24,1,61,33,-1,melon
3261,1,3312,25,-1,melon
1023,1,1065,20,-1,melon
