xmin_original,ymin_original,xmax_original,ymax_original,score,class
4229,1029,4255,1053,-1,melon
1889,1026,1915,1053,-1,melon
2569,1023,2608,1052,-1,melon
780,1022,809,1051,-1,melon
2865,1026,2893,1049,-1,melon
1867,1018,1891,1047,-1,melon
172,1003,203,1041,-1,melon
3878,1018,3920,1041,-1,melon
2504,1008,2540,1037,-1,melon
3530,1009,3551,1033,-1,melon
2553,1003,2579,1032,-1,melon
103,1002,140,1031,-1,melon
2533,990,2556,1030,-1,melon
3873,994,3918,1020,-1,melon
1860,994,1888,1018,-1,melon
1488,987,1518,1017,-1,melon
3221,985,3245,1010,-1,melon
4237,982,4257,1010,-1,melon
2497,984,2528,1009,-1,melon
168,986,195,1003,-1,melon
2918,973,2945,1000,-1,melon
3491,981,3514,1000,-1,melon
501,968,531,998,-1,melon
2859,968,2884,996,-1,melon
4297,969,4329,995,-1,melon
1904,957,1935,994,-1,melon
3512,975,3532,994,-1,melon
144,956,174,991,-1,melon
452,952,489,990,-1,melon
2566,961,2595,989,-1,melon
2520,954,2550,985,-1,melon
3157,961,3180,985,-1,melon
788,957,818,984,-1,melon
1212,950,1253,981,-1,melon
2828,946,2850,978,-1,melon
763,943,790,976,-1,melon
2011,945,2040,976,-1,melon
3516,951,3537,972,-1,melon
4232,949,4265,972,-1,melon
3202,943,3223,971,-1,melon
2603,938,2625,969,-1,melon
3536,949,3556,969,-1,melon
722,936,756,967,-1,melon
2906,931,2934,962,-1,melon
497,930,531,961,-1,melon
3178,932,3205,958,-1,melon
1526,919,1557,956,-1,melon
3531,929,3551,950,-1,melon
2578,917,2607,950,-1,melon
1892,911,1923,949,-1,melon
1209,923,1251,946,-1,melon
1182,903,1204,944,-1,melon
2864,900,2890,939,-1,melon
123,910,152,936,-1,melon
1142,907,1182,933,-1,melon
1460,899,1490,932,-1,melon
1981,897,2011,931,-1,melon
1205,883,1236,921,-1,melon
3918,887,3966,917,-1,melon
104,891,135,916,-1,melon
1492,879,1517,910,-1,melon
1998,881,2029,909,-1,melon
3186,876,3210,909,-1,melon
1141,881,1179,908,-1,melon
745,874,776,907,-1,melon
4229,869,4258,904,-1,melon
142,865,178,899,-1,melon
2921,854,2946,896,-1,melon
5016,854,5042,881,-1,melon
703,844,734,878,-1,melon
509,846,539,873,-1,melon
467,841,495,871,-1,melon
421,842,455,870,-1,melon
2528,804,2553,849,-1,melon
2870,824,2906,849,-1,melon
779,832,810,848,-1,melon
709,814,739,848,-1,melon
138,810,171,841,-1,melon
3932,807,3960,839,-1,melon
478,813,514,839,-1,melon
5413,811,5446,838,-1,melon
2931,799,2955,835,-1,melon
2551,790,2584,825,-1,melon
3861,797,3896,825,-1,melon
168,794,206,821,-1,melon
1851,785,1876,818,-1,melon
824,789,856,814,-1,melon
3067,787,3091,812,-1,melon
144,791,166,811,-1,melon
2583,768,2609,811,-1,melon
4187,780,4222,810,-1,melon
442,772,474,804,-1,melon
2873,765,2895,799,-1,melon
2520,764,2549,797,-1,melon
787,767,813,791,-1,melon
2599,750,2635,790,-1,melon
3587,766,3608,787,-1,melon
740,761,769,785,-1,melon
168,755,200,779,-1,melon
3984,753,4004,778,-1,melon
4207,746,4234,775,-1,melon
3534,745,3555,766,-1,melon
515,734,547,766,-1,melon
464,732,494,763,-1,melon
2519,719,2548,758,-1,melon
3763,729,3791,757,-1,melon
1857,729,1883,755,-1,melon
784,734,804,754,-1,melon
242,708,283,733,-1,melon
4193,695,4223,725,-1,melon
1488,695,1522,720,-1,melon
1815,690,1845,716,-1,melon
1844,686,1868,712,-1,melon
1908,674,1935,711,-1,melon
2835,679,2853,703,-1,melon
513,668,541,702,-1,melon
635,682,651,700,-1,melon
165,667,206,700,-1,melon
457,670,480,698,-1,melon
2928,666,2954,697,-1,melon
1824,661,1852,694,-1,melon
85,656,119,690,-1,melon
738,660,768,688,-1,melon
709,651,742,686,-1,melon
4956,636,4998,674,-1,melon
2918,644,2954,671,-1,melon
509,630,536,659,-1,melon
3579,629,3602,653,-1,melon
3560,623,3578,645,-1,melon
1531,607,1566,642,-1,melon
3889,607,3912,640,-1,melon
1491,597,1524,638,-1,melon
548,611,569,634,-1,melon
84,598,115,632,-1,melon
1826,597,1852,630,-1,melon
486,595,516,627,-1,melon
1852,592,1879,621,-1,melon
3577,599,3596,620,-1,melon
4191,590,4221,619,-1,melon
3541,596,3561,616,-1,melon
3461,593,3485,616,-1,melon
148,591,180,612,-1,melon
1204,568,1241,606,-1,melon
1153,564,1189,602,-1,melon
461,567,484,600,-1,melon
1891,568,1920,596,-1,melon
3352,572,3377,595,-1,melon
1856,563,1883,593,-1,melon
128,563,161,585,-1,melon
874,546,902,582,-1,melon
2989,553,3012,581,-1,melon
101,542,135,576,-1,melon
2515,551,2548,575,-1,melon
850,549,877,574,-1,melon
3511,548,3533,569,-1,melon
1166,537,1206,565,-1,melon
2975,536,2996,561,-1,melon
1818,526,1846,560,-1,melon
1141,528,1172,560,-1,melon
3558,535,3576,554,-1,melon
3600,533,3617,553,-1,melon
3383,530,3402,552,-1,melon
3667,530,3685,550,-1,melon
3241,513,3271,548,-1,melon
3536,535,3552,547,-1,melon
444,510,477,547,-1,melon
2523,517,2561,546,-1,melon
3179,519,3208,544,-1,melon
4231,510,4253,541,-1,melon
1892,506,1917,540,-1,melon
3521,522,3539,539,-1,melon
663,506,689,536,-1,melon
3555,515,3573,532,-1,melon
1491,498,1524,532,-1,melon
554,495,592,528,-1,melon
1138,485,1169,528,-1,melon
3585,506,3602,521,-1,melon
894,485,928,521,-1,melon
1171,472,1201,518,-1,melon
2900,485,2926,516,-1,melon
3559,495,3579,513,-1,melon
2542,479,2571,509,-1,melon
3608,490,3627,509,-1,melon
2863,477,2885,507,-1,melon
3580,490,3600,507,-1,melon
2516,470,2545,506,-1,melon
2885,473,2906,499,-1,melon
3479,476,3500,495,-1,melon
2589,467,2610,493,-1,melon
3520,479,3537,493,-1,melon
1200,461,1250,491,-1,melon
2900,455,2925,484,-1,melon
2861,456,2881,478,-1,melon
4243,439,4266,474,-1,melon
4339,454,4371,474,-1,melon
3533,445,3556,470,-1,melon
2927,443,2946,468,-1,melon
1461,428,1489,467,-1,melon
481,433,515,463,-1,melon
3570,433,3591,454,-1,melon
111,433,131,453,-1,melon
2936,420,2960,450,-1,melon
1143,418,1185,450,-1,melon
2505,421,2543,448,-1,melon
2887,409,2910,440,-1,melon
4219,403,4241,439,-1,melon
3225,399,3250,430,-1,melon
157,383,186,422,-1,melon
589,386,615,413,-1,melon
2531,383,2565,412,-1,melon
2570,375,2598,410,-1,melon
1204,372,1242,407,-1,melon
464,377,496,405,-1,melon
769,369,809,401,-1,melon
3559,370,3583,395,-1,melon
3186,365,3214,391,-1,melon
110,368,142,390,-1,melon
1188,344,1215,388,-1,melon
2577,352,2619,387,-1,melon
862,354,893,383,-1,melon
3239,355,3267,382,-1,melon
2876,351,2907,373,-1,melon
4277,319,4303,360,-1,melon
2539,316,2570,357,-1,melon
2881,324,2909,351,-1,melon
3545,326,3568,351,-1,melon
1218,309,1251,349,-1,melon
3258,314,3285,348,-1,melon
129,317,158,339,-1,melon
3532,314,3551,338,-1,melon
1244,303,1272,336,-1,melon
2932,309,2947,324,-1,melon
479,290,514,322,-1,melon
3224,295,3248,320,-1,melon
3177,294,3206,318,-1,melon
3565,291,3587,314,-1,melon
2934,287,2958,312,-1,melon
454,281,486,309,-1,melon
157,263,185,298,-1,melon
4316,261,4340,298,-1,melon
3558,268,3579,293,-1,melon
3574,259,3596,284,-1,melon
3538,254,3560,277,-1,melon
893,240,921,275,-1,melon
129,252,166,275,-1,melon
2948,235,2973,269,-1,melon
3199,233,3226,266,-1,melon
840,234,864,265,-1,melon
1850,236,1874,264,-1,melon
151,229,177,259,-1,melon
3542,236,3564,256,-1,melon
1159,211,1186,255,-1,melon
1185,212,1218,254,-1,melon
122,229,151,253,-1,melon
768,215,803,252,-1,melon
2510,204,2538,246,-1,melon
1226,206,1259,245,-1,melon
545,187,577,229,-1,melon
756,187,782,219,-1,melon
3248,184,3271,212,-1,melon
1164,169,1197,212,-1,melon
1541,168,1573,206,-1,melon
234,177,275,206,-1,melon
135,175,173,204,-1,melon
4239,173,4275,202,-1,melon
515,173,545,202,-1,melon
1656,172,1691,197,-1,melon
3270,170,3287,196,-1,melon
3553,169,3577,190,-1,melon
1223,141,1266,188,-1,melon
2539,165,2577,187,-1,melon
2886,154,2920,185,-1,melon
2603,145,2630,185,-1,melon
3149,154,3172,183,-1,melon
797,151,829,181,-1,melon
3247,153,3268,179,-1,melon
3569,154,3591,177,-1,melon
783,132,821,168,-1,melon
1977,136,2002,165,-1,melon
5429,141,5468,165,-1,melon
1469,131,1510,159,-1,melon
1882,131,1915,158,-1,melon
1526,120,1557,154,-1,melon
2889,128,2916,154,-1,melon
4204,115,4230,151,-1,melon
230,120,264,151,-1,melon
5418,121,5466,145,-1,melon
2921,126,2940,145,-1,melon
2189,114,2215,141,-1,melon
4177,108,4211,138,-1,melon
1487,101,1517,133,-1,melon
1856,99,1882,127,-1,melon
1232,83,1260,125,-1,melon
3210,104,3227,124,-1,melon
87,89,122,122,-1,melon
4241,88,4272,122,-1,melon
2546,82,2582,113,-1,melon
2899,90,2928,112,-1,melon
618,70,657,106,-1,melon
148,75,184,106,-1,melon
480,60,511,104,-1,melon
2601,61,2631,101,-1,melon
2967,73,2987,95,-1,melon
5424,67,5454,90,-1,melon
2898,68,2925,90,-1,melon
1158,47,1191,85,-1,melon
1975,60,2000,84,-1,melon
132,51,163,81,-1,melon
1123,47,1154,72,-1,melon
1919,48,1942,71,-1,melon
1990,44,2023,70,-1,melon
2904,39,2931,66,-1,melon
1876,33,1902,59,-1,melon
1479,21,1503,53,-1,melon
2532,18,2567,53,-1,melon
105,21,137,52,-1,melon
4207,18,4231,48,-1,melon
1173,5,1198,46,-1,melon
1546,5,1577,45,-1,melon
1833,16,1855,44,-1,melon
2950,15,2975,44,-1,melon
2873,6,2899,37,-1,melon
500,1,532,28,-1,melon
839,1,877,20,-1,melon
