xmin_original,ymin_original,xmax_original,ymax_original,score,class
1370,1121,1390,1139,-1,melon
3546,1114,3575,1139,-1,melon
3492,1096,3528,1129,-1,melon
1356,1104,1381,1125,-1,melon
195,1093,241,1121,-1,melon
3455,1093,3496,1120,-1,melon
689,1092,720,1119,-1,melon
3523,1093,3561,1117,-1,melon
5167,1076,5201,1107,-1,melon
1403,1093,1425,1102,-1,melon
1403,1083,1425,1100,-1,melon
625,1072,655,1100,-1,melon
3128,1071,3153,1092,-1,melon
4087,1064,4118,1091,-1,melon
3460,1060,3496,1091,-1,melon
4125,1061,4154,1090,-1,melon
5190,1054,5226,1090,-1,melon
358,1061,387,1086,-1,melon
2044,1053,2079,1083,-1,melon
4070,1040,4103,1072,-1,melon
184,1039,225,1068,-1,melon
4107,1039,4137,1068,-1,melon
4498,1019,4528,1053,-1,melon
124,1030,152,1052,-1,melon
4524,1015,4551,1049,-1,melon
334,1014,368,1047,-1,melon
600,1008,639,1045,-1,melon
4114,1020,4149,1045,-1,melon
671,1009,707,1043,-1,melon
2227,1017,2255,1043,-1,melon
4076,1015,4106,1042,-1,melon
5167,1010,5198,1038,-1,melon
1686,997,1722,1034,-1,melon
4099,1004,4131,1031,-1,melon
4158,992,4189,1024,-1,melon
277,994,313,1022,-1,melon
2884,982,2908,1011,-1,melon
1700,982,1730,1008,-1,melon
4104,985,4139,1005,-1,melon
2026,978,2055,1004,-1,melon
297,980,331,1003,-1,melon
3716,970,3749,997,-1,melon
4156,962,4187,990,-1,melon
1683,965,1710,989,-1,melon
589,962,618,988,-1,melon
1728,961,1758,988,-1,melon
3755,957,3788,984,-1,melon
162,962,188,983,-1,melon
2019,953,2050,982,-1,melon
1712,959,1736,980,-1,melon
3790,951,3823,979,-1,melon
5128,949,5162,974,-1,melon
1978,940,2005,969,-1,melon
1681,938,1710,962,-1,melon
4140,934,4171,961,-1,melon
1717,935,1734,960,-1,melon
4110,930,4142,959,-1,melon
2000,924,2030,958,-1,melon
2060,921,2088,957,-1,melon
2032,931,2056,957,-1,melon
5165,922,5200,953,-1,melon
3136,930,3158,952,-1,melon
124,928,158,950,-1,melon
1691,920,1722,949,-1,melon
3747,923,3782,949,-1,melon
1027,914,1054,948,-1,melon
3155,909,3183,940,-1,melon
3090,907,3121,940,-1,melon
3778,911,3807,939,-1,melon
3121,920,3137,937,-1,melon
1702,908,1734,933,-1,melon
2018,898,2048,932,-1,melon
1989,906,2016,931,-1,melon
3065,906,3091,929,-1,melon
1054,899,1082,929,-1,melon
3442,908,3456,928,-1,melon
591,896,623,926,-1,melon
5182,895,5217,926,-1,melon
3740,899,3776,925,-1,melon
1735,893,1762,925,-1,melon
3615,899,3637,920,-1,melon
3116,894,3137,920,-1,melon
1007,885,1039,919,-1,melon
3141,889,3173,918,-1,melon
1689,894,1718,917,-1,melon
5160,883,5187,914,-1,melon
1999,884,2031,913,-1,melon
4697,891,4717,911,-1,melon
3094,880,3121,908,-1,melon
2044,884,2069,908,-1,melon
2671,879,2703,905,-1,melon
1721,869,1746,903,-1,melon
3124,873,3155,901,-1,melon
1694,860,1722,897,-1,melon
1754,869,1781,894,-1,melon
5222,856,5247,883,-1,melon
3136,854,3157,876,-1,melon
2774,847,2796,870,-1,melon
1728,839,1766,867,-1,melon
3627,844,3650,864,-1,melon
1867,828,1896,860,-1,melon
3123,828,3153,859,-1,melon
2753,828,2780,858,-1,melon
4103,835,4124,853,-1,melon
2618,830,2637,849,-1,melon
1719,813,1746,847,-1,melon
3103,818,3129,845,-1,melon
5244,813,5276,840,-1,melon
1686,812,1721,838,-1,melon
183,805,229,838,-1,melon
2738,810,2762,837,-1,melon
2763,811,2781,827,-1,melon
3086,798,3112,826,-1,melon
3124,803,3152,826,-1,melon
5433,806,5457,826,-1,melon
588,797,617,825,-1,melon
2704,796,2734,825,-1,melon
5164,791,5200,821,-1,melon
1692,784,1727,814,-1,melon
2670,792,2690,811,-1,melon
2748,782,2772,810,-1,melon
4095,773,4120,809,-1,melon
185,779,219,805,-1,melon
3103,779,3131,805,-1,melon
2719,772,2744,804,-1,melon
5154,767,5190,799,-1,melon
3144,771,3171,798,-1,melon
5188,764,5218,797,-1,melon
214,750,250,793,-1,melon
5128,761,5166,788,-1,melon
2705,760,2729,787,-1,melon
3124,751,3154,783,-1,melon
636,755,668,782,-1,melon
517,746,554,777,-1,melon
2739,748,2760,773,-1,melon
2689,754,2707,773,-1,melon
5144,744,5178,768,-1,melon
5176,738,5207,765,-1,melon
5111,730,5143,761,-1,melon
986,733,1016,758,-1,melon
2717,737,2743,758,-1,melon
2702,729,2725,748,-1,melon
5151,729,5189,745,-1,melon
5188,710,5215,742,-1,melon
186,705,230,742,-1,melon
5128,701,5160,731,-1,melon
1355,694,1392,727,-1,melon
5157,690,5190,726,-1,melon
3868,706,3890,726,-1,melon
3905,689,3936,711,-1,melon
643,679,673,709,-1,melon
1364,679,1396,702,-1,melon
4508,656,4536,683,-1,melon
993,648,1029,676,-1,melon
152,622,188,657,-1,melon
2739,636,2759,657,-1,melon
584,626,618,653,-1,melon
4453,621,4489,650,-1,melon
173,612,215,648,-1,melon
562,611,590,639,-1,melon
2669,604,2698,631,-1,melon
1580,596,1612,630,-1,melon
605,595,632,626,-1,melon
5253,590,5280,625,-1,melon
147,584,180,619,-1,melon
5231,577,5256,613,-1,melon
1369,580,1403,611,-1,melon
1991,559,2028,592,-1,melon
622,552,649,585,-1,melon
2025,543,2060,578,-1,melon
4075,551,4103,575,-1,melon
5272,534,5300,565,-1,melon
2088,539,2105,557,-1,melon
1997,519,2032,548,-1,melon
2040,498,2070,535,-1,melon
1960,500,1988,534,-1,melon
116,498,154,532,-1,melon
5234,500,5266,529,-1,melon
2002,487,2033,520,-1,melon
2837,475,2863,503,-1,melon
5094,472,5124,502,-1,melon
2189,473,2205,500,-1,melon
1700,466,1736,496,-1,melon
1962,466,1988,495,-1,melon
4526,456,4552,484,-1,melon
1672,442,1705,484,-1,melon
2830,444,2860,478,-1,melon
3067,450,3096,477,-1,melon
3044,443,3069,475,-1,melon
1995,436,2021,465,-1,melon
1961,431,1992,465,-1,melon
562,428,592,463,-1,melon
5132,431,5160,459,-1,melon
616,418,651,453,-1,melon
3074,420,3102,451,-1,melon
2682,425,2702,450,-1,melon
3053,414,3078,438,-1,melon
3101,412,3124,437,-1,melon
2736,401,2761,436,-1,melon
2017,405,2046,434,-1,melon
1982,402,2013,429,-1,melon
2703,403,2729,429,-1,melon
630,388,669,422,-1,melon
3082,391,3109,421,-1,melon
3051,391,3074,415,-1,melon
1335,380,1365,413,-1,melon
2167,384,2197,412,-1,melon
1651,378,1689,410,-1,melon
274,368,317,408,-1,melon
2691,377,2725,407,-1,melon
5137,370,5166,402,-1,melon
3102,370,3125,397,-1,melon
3077,371,3104,395,-1,melon
5101,365,5140,395,-1,melon
2665,368,2689,394,-1,melon
3055,368,3079,393,-1,melon
3121,365,3144,389,-1,melon
1353,365,1381,388,-1,melon
1683,365,1720,388,-1,melon
2681,365,2709,384,-1,melon
1321,351,1359,383,-1,melon
2716,350,2740,381,-1,melon
3090,357,3111,376,-1,melon
3071,353,3090,374,-1,melon
108,341,141,371,-1,melon
2634,343,2660,371,-1,melon
1310,343,1335,369,-1,melon
3081,338,3104,365,-1,melon
3044,343,3070,365,-1,melon
3131,340,3151,364,-1,melon
5129,329,5167,362,-1,melon
92,326,121,359,-1,melon
189,325,227,357,-1,melon
579,324,609,355,-1,melon
3063,329,3087,355,-1,melon
1334,321,1364,351,-1,melon
1665,320,1686,347,-1,melon
4445,313,4481,347,-1,melon
143,315,178,347,-1,melon
2663,320,2691,347,-1,melon
4481,310,4511,343,-1,melon
1687,310,1718,340,-1,melon
3109,322,3126,339,-1,melon
3078,318,3098,338,-1,melon
3392,307,3422,336,-1,melon
3096,315,3115,335,-1,melon
112,304,142,334,-1,melon
1001,298,1026,333,-1,melon
2691,301,2719,331,-1,melon
3162,307,3184,330,-1,melon
3420,300,3444,329,-1,melon
4532,297,4556,327,-1,melon
5438,290,5469,325,-1,melon
1659,305,1685,324,-1,melon
3072,296,3095,320,-1,melon
2666,290,2693,319,-1,melon
1694,288,1724,314,-1,melon
1667,281,1696,307,-1,melon
238,270,276,303,-1,melon
3079,276,3098,295,-1,melon
3416,259,3443,293,-1,melon
2687,266,2712,292,-1,melon
2660,261,2686,291,-1,melon
1357,253,1386,289,-1,melon
3073,261,3090,280,-1,melon
606,246,640,280,-1,melon
1464,245,1495,278,-1,melon
3391,251,3411,274,-1,melon
1297,237,1331,267,-1,melon
557,237,604,261,-1,melon
2704,234,2725,257,-1,melon
1214,234,1241,255,-1,melon
2590,231,2612,255,-1,melon
3407,224,3436,253,-1,melon
1340,209,1380,242,-1,melon
1542,206,1566,233,-1,melon
1317,200,1345,231,-1,melon
1885,204,1914,227,-1,melon
1572,202,1597,226,-1,melon
3416,182,3451,218,-1,melon
914,179,952,217,-1,melon
214,170,246,213,-1,melon
1348,172,1379,209,-1,melon
3036,180,3056,202,-1,melon
4994,163,5038,199,-1,melon
2103,174,2122,195,-1,melon
67,156,99,185,-1,melon
935,153,973,182,-1,melon
4484,146,4521,179,-1,melon
5443,143,5469,169,-1,melon
4463,136,4490,169,-1,melon
78,130,108,163,-1,melon
1143,118,1163,141,-1,melon
592,116,625,141,-1,melon
4511,102,4541,135,-1,melon
5415,102,5447,134,-1,melon
4462,95,4488,127,-1,melon
349,89,386,118,-1,melon
2768,71,2790,99,-1,melon
5427,54,5453,94,-1,melon
986,53,1019,92,-1,melon
292,55,337,90,-1,melon
5090,51,5120,87,-1,melon
548,50,579,84,-1,melon
4441,44,4473,78,-1,melon
117,31,168,77,-1,melon
1993,54,2015,76,-1,melon
1964,54,1988,76,-1,melon
2038,48,2065,75,-1,melon
221,37,275,73,-1,melon
5038,35,5088,72,-1,melon
1836,43,1856,68,-1,melon
4414,38,4446,64,-1,melon
1981,45,1999,63,-1,melon
2097,28,2125,61,-1,melon
2015,21,2045,59,-1,melon
4078,17,4113,58,-1,melon
1958,24,1985,54,-1,melon
1670,22,1710,51,-1,melon
1979,17,2012,47,-1,melon
548,12,574,44,-1,melon
5143,10,5176,41,-1,melon
3082,7,3109,39,-1,melon
1652,4,1681,39,-1,melon
5095,4,5130,37,-1,melon
1959,4,1984,30,-1,melon
4489,1,4516,28,-1,melon
2007,1,2045,24,-1,melon
1920,1,1946,21,-1,melon
1980,1,2002,18,-1,melon
2090,1,2121,14,-1,melon
