xmin_original,ymin_original,xmax_original,ymax_original,score,class
2541,729,2581,756,-1,melon
4278,731,4306,753,-1,melon
3922,715,3966,747,-1,melon
765,711,795,746,-1,melon
173,703,208,745,-1,melon
1147,713,1193,745,-1,melon
2518,718,2555,741,-1,melon
3242,714,3266,740,-1,melon
3213,711,3240,740,-1,melon
478,702,510,738,-1,melon
1905,713,1941,737,-1,melon
4304,710,4334,737,-1,melon
115,705,149,737,-1,melon
1853,697,1877,731,-1,melon
1726,694,1753,730,-1,melon
2441,703,2468,730,-1,melon
1225,690,1261,728,-1,melon
3247,688,3271,710,-1,melon
2075,668,2100,705,-1,melon
4215,680,4246,702,-1,melon
575,657,609,697,-1,melon
735,669,757,697,-1,melon
537,665,579,697,-1,melon
4397,666,4421,695,-1,melon
1890,667,1921,695,-1,melon
3954,658,4003,692,-1,melon
799,644,836,690,-1,melon
1827,651,1852,687,-1,melon
906,655,944,687,-1,melon
3294,661,3320,687,-1,melon
4270,661,4302,686,-1,melon
1218,635,1258,683,-1,melon
1868,648,1897,682,-1,melon
176,643,210,681,-1,melon
2919,632,2949,674,-1,melon
4252,649,4275,672,-1,melon
3257,630,3284,660,-1,melon
4223,634,4256,655,-1,melon
4254,624,4276,651,-1,melon
1535,616,1563,649,-1,melon
1859,617,1888,648,-1,melon
3226,618,3254,646,-1,melon
2937,612,2971,642,-1,melon
507,605,532,640,-1,melon
1509,612,1540,639,-1,melon
2518,606,2557,638,-1,melon
3198,605,3223,635,-1,melon
4232,610,4253,634,-1,melon
219,608,253,633,-1,melon
3251,604,3275,632,-1,melon
1542,595,1568,625,-1,melon
2605,596,2641,622,-1,melon
555,582,592,620,-1,melon
807,589,835,616,-1,melon
119,577,155,612,-1,melon
2547,581,2578,611,-1,melon
204,581,246,609,-1,melon
479,582,506,608,-1,melon
5294,572,5326,607,-1,melon
3203,574,3231,604,-1,melon
1503,574,1528,603,-1,melon
760,573,787,601,-1,melon
3925,573,3973,600,-1,melon
502,575,532,598,-1,melon
2930,565,2965,596,-1,melon
2612,565,2646,595,-1,melon
3966,567,3999,591,-1,melon
3244,557,3268,590,-1,melon
799,557,831,590,-1,melon
1527,557,1559,588,-1,melon
155,555,195,587,-1,melon
478,558,513,585,-1,melon
500,542,531,577,-1,melon
1504,555,1528,574,-1,melon
3939,540,3979,573,-1,melon
1934,530,1959,570,-1,melon
182,532,222,568,-1,melon
1229,536,1254,567,-1,melon
1493,532,1512,556,-1,melon
1863,530,1903,554,-1,melon
4247,517,4279,549,-1,melon
510,523,534,545,-1,melon
309,520,341,544,-1,melon
813,510,841,543,-1,melon
1547,507,1577,543,-1,melon
3952,516,3993,541,-1,melon
2828,515,2859,537,-1,melon
4308,509,4325,535,-1,melon
1496,507,1523,531,-1,melon
485,502,522,529,-1,melon
1878,495,1910,524,-1,melon
3261,494,3289,523,-1,melon
1257,474,1289,523,-1,melon
759,491,799,521,-1,melon
4237,489,4271,515,-1,melon
163,476,207,511,-1,melon
2917,478,2947,510,-1,melon
503,476,524,505,-1,melon
4292,475,4316,500,-1,melon
474,477,505,500,-1,melon
3256,475,3279,496,-1,melon
3289,465,3320,495,-1,melon
1220,466,1267,495,-1,melon
1544,470,1569,491,-1,melon
1164,453,1198,490,-1,melon
2903,451,2936,485,-1,melon
182,447,214,481,-1,melon
3901,430,3939,478,-1,melon
2605,426,2635,475,-1,melon
2970,434,2996,471,-1,melon
150,424,188,461,-1,melon
2893,421,2923,452,-1,melon
726,415,759,450,-1,melon
4249,430,4272,448,-1,melon
3247,413,3276,440,-1,melon
1563,410,1589,436,-1,melon
1505,408,1544,434,-1,melon
4288,408,4315,430,-1,melon
4352,400,4377,423,-1,melon
815,390,848,418,-1,melon
147,371,181,406,-1,melon
3927,376,3966,406,-1,melon
1225,366,1269,400,-1,melon
2556,371,2590,400,-1,melon
2589,368,2626,398,-1,melon
1520,367,1550,396,-1,melon
518,363,558,394,-1,melon
3591,370,3615,393,-1,melon
1115,365,1153,390,-1,melon
171,367,208,389,-1,melon
470,365,503,389,-1,melon
2963,348,2988,389,-1,melon
4240,360,4266,388,-1,melon
5431,352,5462,388,-1,melon
127,348,157,381,-1,melon
3604,358,3631,377,-1,melon
3363,338,3389,370,-1,melon
168,340,214,367,-1,melon
1135,325,1175,362,-1,melon
1199,322,1240,353,-1,melon
562,325,592,353,-1,melon
4249,324,4275,352,-1,melon
3563,328,3586,352,-1,melon
3284,328,3313,350,-1,melon
3390,323,3412,346,-1,melon
179,306,210,339,-1,melon
2962,303,2996,330,-1,melon
1244,296,1287,330,-1,melon
793,292,823,328,-1,melon
457,299,485,326,-1,melon
4253,302,4281,325,-1,melon
3230,290,3255,321,-1,melon
2578,279,2607,319,-1,melon
491,288,522,317,-1,melon
1222,273,1250,314,-1,melon
3276,290,3294,312,-1,melon
4248,279,4272,304,-1,melon
2892,266,2931,301,-1,melon
1552,252,1581,300,-1,melon
3565,263,3588,285,-1,melon
1135,249,1176,274,-1,melon
3216,244,3239,274,-1,melon
858,236,894,269,-1,melon
2609,230,2633,267,-1,melon
2892,230,2924,265,-1,melon
890,233,925,263,-1,melon
3593,239,3614,261,-1,melon
3554,225,3574,251,-1,melon
1913,223,1932,250,-1,melon
205,207,256,239,-1,melon
172,209,208,236,-1,melon
1550,195,1580,235,-1,melon
1526,198,1550,234,-1,melon
3575,205,3594,230,-1,melon
1856,195,1877,221,-1,melon
1480,191,1525,220,-1,melon
143,180,189,210,-1,melon
972,171,1006,209,-1,melon
555,173,589,204,-1,melon
4265,166,4289,198,-1,melon
1510,159,1536,195,-1,melon
1578,148,1600,183,-1,melon
3548,154,3572,182,-1,melon
2896,153,2930,182,-1,melon
3277,146,3301,178,-1,melon
446,147,480,174,-1,melon
4244,138,4269,169,-1,melon
2950,127,2975,165,-1,melon
1919,130,1949,162,-1,melon
806,131,839,161,-1,melon
2604,130,2641,157,-1,melon
2902,130,2928,154,-1,melon
1893,122,1924,153,-1,melon
195,111,228,152,-1,melon
3917,124,3958,145,-1,melon
2537,114,2573,144,-1,melon
127,110,165,140,-1,melon
3567,110,3592,139,-1,melon
2587,110,2613,137,-1,melon
2568,96,2590,134,-1,melon
1517,96,1548,128,-1,melon
1894,98,1922,124,-1,melon
3915,97,3957,124,-1,melon
3256,87,3282,116,-1,melon
4276,84,4300,115,-1,melon
2533,88,2562,114,-1,melon
525,74,557,110,-1,melon
2951,77,2982,107,-1,melon
3529,83,3551,105,-1,melon
2893,73,2919,103,-1,melon
168,63,199,102,-1,melon
1933,59,1969,102,-1,melon
3549,79,3571,101,-1,melon
476,58,516,100,-1,melon
4338,74,4370,100,-1,melon
2600,68,2628,95,-1,melon
3572,76,3590,95,-1,melon
816,61,844,95,-1,melon
2555,62,2583,91,-1,melon
3193,65,3217,89,-1,melon
787,52,818,87,-1,melon
3254,66,3286,87,-1,melon
2038,56,2073,87,-1,melon
1236,56,1281,87,-1,melon
3553,53,3574,80,-1,melon
747,44,782,80,-1,melon
4272,52,4305,79,-1,melon
2637,43,2660,76,-1,melon
523,36,556,75,-1,melon
3573,51,3599,74,-1,melon
1552,26,1589,72,-1,melon
2940,35,2970,66,-1,melon
3214,37,3240,62,-1,melon
1919,17,1955,59,-1,melon
1236,27,1278,56,-1,melon
2612,20,2641,56,-1,melon
3568,28,3590,52,-1,melon
1207,9,1233,51,-1,melon
146,18,178,47,-1,melon
2897,2,2925,46,-1,melon
1173,14,1204,44,-1,melon
1485,4,1521,44,-1,melon
2011,5,2044,39,-1,melon
