xmin_original,ymin_original,xmax_original,ymax_original,score,class
429,418,462,448,-1,melon
4236,410,4267,448,-1,melon
3360,408,3398,442,-1,melon
3591,398,3617,441,-1,melon
4285,410,4320,435,-1,melon
5439,396,5469,433,-1,melon
3211,410,3252,432,-1,melon
1587,385,1620,428,-1,melon
5271,405,5309,427,-1,melon
202,387,233,415,-1,melon
1329,391,1353,414,-1,melon
4773,391,4805,413,-1,melon
1050,390,1071,412,-1,melon
5077,384,5111,411,-1,melon
4193,367,4232,405,-1,melon
4932,382,4960,402,-1,melon
3332,371,3372,402,-1,melon
999,372,1025,400,-1,melon
1626,355,1653,393,-1,melon
1325,369,1348,392,-1,melon
3646,341,3670,388,-1,melon
1266,351,1287,373,-1,melon
4938,341,4968,369,-1,melon
4069,344,4097,362,-1,melon
205,321,235,353,-1,melon
5280,330,5315,352,-1,melon
123,322,154,350,-1,melon
1203,327,1227,347,-1,melon
5272,315,5290,339,-1,melon
3287,287,3315,337,-1,melon
4189,288,4217,335,-1,melon
3306,298,3348,334,-1,melon
175,305,206,331,-1,melon
3941,297,3983,331,-1,melon
1619,298,1654,331,-1,melon
4212,294,4241,326,-1,melon
3661,294,3708,326,-1,melon
191,284,226,320,-1,melon
4774,300,4810,319,-1,melon
4936,297,4959,315,-1,melon
3619,280,3643,314,-1,melon
1318,284,1348,309,-1,melon
4929,277,4947,307,-1,melon
3925,256,3956,300,-1,melon
1216,276,1242,300,-1,melon
223,264,254,300,-1,melon
950,262,982,293,-1,melon
1266,266,1293,292,-1,melon
926,260,951,289,-1,melon
302,260,328,287,-1,melon
3727,235,3747,277,-1,melon
3223,231,3248,270,-1,melon
3913,241,3943,269,-1,melon
3652,237,3696,267,-1,melon
3272,230,3321,266,-1,melon
4853,215,4876,255,-1,melon
4836,222,4856,254,-1,melon
4232,216,4264,249,-1,melon
3644,208,3691,238,-1,melon
1194,210,1219,236,-1,melon
1351,207,1377,234,-1,melon
1038,202,1067,232,-1,melon
1627,187,1673,229,-1,melon
218,202,248,229,-1,melon
169,198,200,225,-1,melon
1211,198,1238,225,-1,melon
4228,190,4263,222,-1,melon
3971,188,4010,215,-1,melon
4961,186,4983,215,-1,melon
1288,195,1308,214,-1,melon
3647,155,3675,202,-1,melon
4989,173,5010,201,-1,melon
711,169,759,200,-1,melon
510,164,537,199,-1,melon
1205,166,1234,194,-1,melon
1254,166,1279,193,-1,melon
3337,167,3369,190,-1,melon
5254,170,5282,190,-1,melon
3978,165,4018,188,-1,melon
5136,161,5169,187,-1,melon
4135,151,4173,181,-1,melon
1590,138,1618,178,-1,melon
4902,149,4932,171,-1,melon
220,137,253,166,-1,melon
4939,133,4968,163,-1,melon
4771,145,4798,162,-1,melon
244,121,274,150,-1,melon
4166,101,4193,142,-1,melon
1588,103,1617,141,-1,melon
3962,97,3998,140,-1,melon
5256,114,5288,140,-1,melon
1187,112,1211,138,-1,melon
178,110,202,137,-1,melon
4930,107,4958,130,-1,melon
1256,101,1281,126,-1,melon
3281,81,3321,121,-1,melon
1596,67,1624,120,-1,melon
226,84,257,118,-1,melon
5066,88,5100,114,-1,melon
3847,70,3873,108,-1,melon
1938,60,1975,107,-1,melon
1980,62,2025,102,-1,melon
5258,67,5291,98,-1,melon
3295,68,3342,96,-1,melon
5281,67,5313,93,-1,melon
1235,64,1259,89,-1,melon
1313,59,1343,88,-1,melon
4133,56,4175,85,-1,melon
3973,39,3996,76,-1,melon
3789,42,3829,75,-1,melon
1176,43,1203,70,-1,melon
4141,34,4181,62,-1,melon
1932,11,1967,58,-1,melon
3994,22,4028,47,-1,melon
358,17,384,46,-1,melon
316,19,345,46,-1,melon
5246,25,5273,43,-1,melon
272,1,312,34,-1,melon
3967,5,3997,33,-1,melon
3445,1,3481,32,-1,melon
